Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Place of study
8,65,Yes,4,8,61,Home
3,65,Yes,6,3,41,Home
5,85,No,8,5,75,Home
3,65,Yes,4,6,44,Home
3,97,Yes,5,3,79,Home
3,49,Yes,4,5,29,Home
7,56,Yes,8,2,44,Home
7,92,Yes,8,4,85,Home
7,53,No,5,9,40,Home
8,41,No,9,3,36,Home
5,87,No,4,6,72,Home
5,52,Yes,8,5,36,Home
4,66,Yes,8,6,51,Home
7,48,Yes,5,5,38,Home
4,46,Yes,7,1,28,Home
2,87,Yes,4,6,59,Home
4,49,No,8,7,30,Home
8,95,No,6,6,88,Home
9,93,No,5,3,87,Home
3,48,Yes,7,3,27,Home
7,61,No,7,4,51,Home
9,62,No,5,8,59,Home
4,46,No,7,4,23,Home
3,87,No,8,1,71,Home
5,48,Yes,7,4,33,Home
1,66,Yes,4,2,38,Home
3,63,No,6,9,45,Home
8,68,No,8,7,67,Home
8,56,No,5,9,49,Home
4,59,No,6,9,44,Home
2,46,No,9,1,22,Home
8,82,No,8,3,79,Home
8,79,No,6,4,74,Home
4,46,No,7,3,26,Home
3,67,No,9,4,49,Home
2,58,Yes,5,9,33,Home
9,59,No,5,3,53,Home
1,83,Yes,4,2,53,Home
7,78,Yes,7,0,69,Home
5,79,No,4,3,65,Home
8,46,No,4,8,37,Home
4,45,Yes,7,0,28,Home
7,64,Yes,8,6,56,Home
5,80,No,9,2,64,Home
5,98,Yes,4,7,83,Home
9,52,No,6,5,50,Home
9,78,No,9,0,77,Home
9,79,Yes,8,9,79,Home
6,61,No,7,4,49,Home
6,88,Yes,5,7,77,Home
5,56,No,8,2,40,Home
9,87,No,4,3,83,Home
8,61,Yes,6,6,53,Home
7,73,Yes,9,5,66,Home
7,47,No,7,6,42,Home
6,88,No,5,8,76,Home
5,84,Yes,9,8,75,Home
4,57,No,6,1,40,Home
3,63,Yes,5,2,45,Home
3,99,Yes,7,3,73,Home
6,93,Yes,9,5,84,Home
4,99,No,8,4,84,Home
6,81,Yes,4,5,71,Home
3,41,No,7,7,23,Home
4,41,Yes,6,1,24,Home
9,66,No,8,5,64,Home
5,53,No,9,8,38,Home
7,87,Yes,5,4,74,Home
2,78,Yes,8,0,58,Home
5,92,Yes,8,7,78,Home
9,92,No,6,3,88,Home
3,95,No,4,7,76,Home
9,51,No,8,3,48,Home
6,71,Yes,8,7,59,Home
4,67,Yes,4,8,46,Home
7,94,Yes,4,4,84,Home
8,67,Yes,5,4,61,Home
6,85,Yes,9,1,76,Home
5,64,No,5,8,49,Home
6,43,Yes,4,3,30,Home
5,65,No,7,2,47,Home
8,75,Yes,4,1,70,Home
1,89,Yes,5,2,69,Home
7,42,Yes,6,3,35,Home
2,40,Yes,6,8,20,Home
9,56,Yes,9,5,55,Home
1,46,No,8,9,19,Home
6,87,Yes,6,4,74,Home
9,44,No,5,8,42,Home
1,58,No,6,7,34,Home
4,78,No,7,5,59,Home
4,85,No,4,2,67,Home
9,73,Yes,4,6,70,Home
5,74,Yes,5,9,61,Home
5,88,Yes,8,5,76,Home
6,55,Yes,4,7,44,Home
1,79,Yes,6,5,50,Home
1,89,No,7,9,68,Home
9,86,Yes,8,3,87,Home
3,78,Yes,8,9,60,Home
4,66,No,8,6,47,Home
1,80,Yes,4,6,55,Home
9,77,Yes,9,7,73,Home
8,89,No,8,1,87,Home
2,89,Yes,5,5,66,Home
8,64,No,6,2,56,Home
7,65,No,9,7,59,Home
6,95,Yes,7,3,83,Home
1,53,No,6,3,26,Home
7,53,Yes,5,1,41,Home
7,53,Yes,5,5,45,Home
9,64,Yes,9,5,63,Home
1,75,No,6,0,50,Home
2,43,No,4,7,15,Home
9,86,No,5,2,79,Home
9,54,No,8,0,49,Home
6,71,No,7,9,63,Home
6,57,No,7,0,42,Home
4,53,No,5,0,32,Home
4,97,No,8,4,84,Home
5,40,No,6,4,26,Home
3,81,No,7,0,62,Home
1,59,No,8,4,33,Home
1,49,Yes,8,6,28,Home
7,49,No,4,4,36,Home
1,98,Yes,5,8,73,Home
1,63,Yes,8,3,37,Home
3,73,Yes,6,8,53,Home
4,67,Yes,7,7,48,Home
4,66,No,4,0,48,Home
2,79,Yes,6,3,54,Home
1,40,Yes,7,6,12,Home
3,72,Yes,5,0,46,Home
4,43,No,6,7,24,Home
3,46,Yes,7,1,26,Home
8,48,Yes,4,7,42,Home
1,55,No,7,3,28,Home
2,44,No,8,7,20,Home
7,73,No,4,0,61,Home
4,99,No,6,4,80,Home
8,62,No,9,8,62,Home
3,82,No,5,6,59,Home
6,89,No,4,2,74,Home
9,64,No,4,3,59,Home
1,96,No,4,9,68,Home
1,90,Yes,7,6,66,Home
8,52,No,8,5,43,Home
3,63,Yes,9,3,44,Home
5,50,Yes,5,2,34,Home
1,91,No,5,1,62,Home
5,90,No,8,9,77,Home
6,56,No,7,8,44,Home
8,76,No,7,2,69,Home
3,52,Yes,8,6,35,Home
3,66,Yes,8,0,50,Home
9,59,No,6,7,50,Home
4,72,Yes,7,0,54,Home
4,81,No,4,1,59,Home
7,71,Yes,5,0,60,Home
2,47,Yes,7,3,25,Home
8,95,No,8,1,94,Home
6,68,No,4,0,53,Home
3,79,Yes,6,0,59,Home
9,58,No,9,1,53,Home
5,45,Yes,6,5,29,Home
8,83,No,4,1,73,Home
7,99,No,4,1,87,Home
8,78,No,8,7,72,Home
7,87,No,9,4,82,Home
3,80,No,8,7,60,Home
2,60,No,5,7,38,Home
7,96,No,9,1,89,Home
3,61,Yes,9,6,45,Home
3,81,No,5,8,57,Home
2,49,Yes,6,7,27,Home
4,49,No,4,8,31,Home
8,91,Yes,6,7,86,Home
1,68,No,8,3,45,Home
1,55,No,7,9,30,Home
5,40,Yes,8,6,28,Home
5,56,No,7,8,43,Home
1,69,No,4,8,43,Home
6,65,No,4,3,52,Home
1,92,No,9,6,68,Home
5,85,No,4,5,73,Home
9,58,Yes,5,2,56,Home
5,92,No,5,9,78,Home
6,60,Yes,7,5,49,Home
8,56,Yes,6,7,52,Home
1,85,Yes,9,1,62,Home
2,79,Yes,6,2,59,Home
9,60,Yes,7,7,60,Home
3,92,Yes,5,3,71,Home
6,80,Yes,8,3,68,Home
5,79,Yes,9,1,68,Home
2,84,No,7,9,63,Home
7,88,Yes,6,0,77,Home
4,58,No,7,6,43,Home
1,99,Yes,7,3,77,Home
4,46,Yes,4,5,28,Home
6,56,No,5,7,47,Home
7,40,Yes,9,6,34,Home
7,76,No,4,6,64,Home
7,96,Yes,5,5,88,Home
3,45,No,7,3,21,Home
6,65,No,5,3,53,Home
8,41,Yes,6,8,34,Home
4,98,Yes,9,4,83,Home
8,71,Yes,4,8,67,Home
2,96,Yes,9,8,75,Home
9,87,No,7,3,88,Home
9,93,No,6,1,87,Home
8,44,No,5,1,32,Home
1,76,No,5,8,50,Home
2,70,No,6,8,50,Home
6,51,No,5,2,38,Home
5,74,No,4,4,57,Home
9,69,Yes,8,4,64,Home
5,87,Yes,5,1,71,Home
2,45,Yes,7,1,19,Home
4,54,Yes,5,9,38,Home
9,54,Yes,9,0,52,Home
1,55,Yes,7,1,27,Home
1,59,Yes,5,6,32,Home
7,52,Yes,5,0,45,Home
3,83,No,7,0,61,Home
2,81,Yes,4,8,57,Home
9,85,Yes,8,1,83,Home
3,70,Yes,8,3,48,Home
2,73,No,4,2,50,Home
8,68,Yes,5,3,61,Home
6,42,No,8,6,29,Home
6,48,No,4,9,37,Home
7,50,Yes,4,1,39,Home
7,50,No,8,1,39,Home
6,64,Yes,7,8,54,Home
4,61,Yes,6,5,46,Home
9,81,Yes,7,6,78,Home
6,97,No,5,4,83,Home
4,85,Yes,7,4,64,Home
3,48,Yes,9,3,26,Home
4,59,Yes,6,7,41,Home
3,98,No,6,6,76,Home
2,60,No,4,9,35,Home
5,49,No,9,1,39,Home
2,61,No,5,1,39,Home
6,68,Yes,4,5,54,Home
3,48,Yes,7,0,28,Home
6,44,No,7,6,30,Home
9,79,Yes,8,7,81,Home
1,50,No,4,9,24,Home
6,40,Yes,9,7,32,Home
9,92,Yes,4,2,87,Home
4,81,No,4,6,66,Home
2,40,No,4,0,13,Home
4,97,Yes,6,2,76,Home
1,93,No,8,5,68,Home
3,78,Yes,5,8,57,Home
9,99,Yes,5,4,98,Home
5,85,Yes,5,4,69,Home
6,44,Yes,6,8,34,Home
3,88,No,8,8,68,Home
5,61,Yes,9,5,47,Home
8,65,Yes,8,4,60,Home
6,92,Yes,6,9,83,Home
4,45,No,9,1,25,Home
2,71,Yes,4,7,50,Home
9,87,No,7,7,87,Home
1,50,No,4,6,22,Home
1,49,No,5,7,22,Home
4,86,No,4,2,62,Home
7,78,No,6,2,72,Home
1,94,No,5,1,66,Home
9,73,No,7,0,71,Home
4,70,Yes,9,2,53,Home
3,51,Yes,9,2,32,Home
1,90,No,5,6,65,Home
4,83,No,4,9,65,Home
9,55,No,8,8,50,Home
6,77,Yes,8,0,66,Home
6,42,No,9,7,29,Home
1,41,Yes,8,0,13,Home
2,91,Yes,5,2,66,Home
6,44,No,8,3,32,Home
2,50,Yes,6,7,26,Home
3,97,No,9,0,75,Home
4,64,No,7,1,46,Home
5,74,No,8,4,62,Home
9,74,Yes,6,5,69,Home
4,61,No,6,4,43,Home
9,76,Yes,5,2,74,Home
3,61,No,9,9,43,Home
8,94,No,5,6,86,Home
1,50,No,7,0,24,Home
9,71,No,7,1,67,Home
9,74,No,4,8,71,Home
2,70,Yes,7,3,48,Home
4,84,No,9,7,64,Home
8,92,No,9,8,88,Home
7,47,No,5,6,39,Home
1,59,Yes,6,0,35,Home
5,81,No,4,4,67,Home
7,73,No,7,5,65,Home
4,43,No,6,7,27,Home
1,57,No,5,9,32,Home
9,90,Yes,8,7,89,Home
5,43,No,4,8,30,Home
2,59,Yes,9,8,37,Home
8,97,Yes,6,3,91,Home
2,48,Yes,5,5,26,Home
3,55,Yes,5,2,32,Home
1,65,No,4,0,34,Home
2,77,No,4,5,51,Home
7,64,Yes,7,0,56,Home
2,43,Yes,7,8,26,Home
6,80,Yes,9,5,73,Home
3,98,No,9,0,80,Home
4,84,Yes,4,2,69,Home
8,80,Yes,4,0,73,Home
3,77,Yes,6,1,55,Home
6,92,Yes,7,5,82,Home
1,58,Yes,5,6,32,Home
7,53,No,7,0,41,Home
8,60,Yes,7,9,55,Home
8,54,No,4,4,43,Home
3,42,No,4,5,20,Home
1,76,No,7,3,50,Home
9,92,No,8,5,90,Home
6,89,No,8,4,82,Home
9,85,Yes,9,6,85,Home
7,55,No,7,3,49,Home
1,53,No,8,0,24,Home
1,48,Yes,9,1,25,Home
6,86,No,9,5,76,Home
5,46,Yes,7,9,33,Home
9,53,Yes,9,1,48,Home
2,45,Yes,4,4,21,Home
8,60,Yes,4,3,58,Home
5,54,Yes,4,6,40,Home
2,91,No,5,3,67,Home
6,47,Yes,4,6,35,Home
8,73,Yes,4,7,68,Home
4,79,No,7,6,66,Home
2,40,No,8,1,16,Home
5,71,No,8,0,57,Home
2,97,No,4,4,73,Home
2,88,Yes,4,6,64,Home
6,90,No,4,0,77,Home
9,44,Yes,9,7,46,Home
4,69,No,7,2,50,Home
6,61,No,7,6,50,Home
7,59,No,7,2,51,Home
6,55,No,8,3,43,Home
8,46,No,5,7,40,Home
4,46,Yes,8,1,30,Home
1,89,Yes,7,5,63,Home
7,89,Yes,6,9,82,Home
3,41,No,5,8,20,Home
6,86,Yes,4,9,73,Home
2,53,No,9,8,32,Home
9,70,No,8,4,67,Home
1,89,Yes,9,2,69,Home
6,80,Yes,5,5,67,Home
6,53,No,6,8,44,Home
5,44,No,5,5,29,Home
5,50,Yes,8,3,38,Home
1,79,No,7,4,52,Home
5,44,Yes,4,6,25,Home
2,68,Yes,7,9,46,Home
7,50,No,7,2,42,Home
3,44,No,8,8,24,Home
4,88,No,7,0,70,Home
3,93,No,7,7,78,Home
3,71,Yes,8,4,51,Home
4,75,No,8,9,61,Home
5,54,Yes,6,8,38,Home
1,58,Yes,7,1,34,Home
4,61,No,5,0,42,Home
8,73,Yes,4,9,68,Home
7,95,No,9,6,87,Home
9,56,No,4,9,53,Home
5,51,Yes,8,8,39,Home
4,64,Yes,9,4,45,Home
8,95,Yes,8,3,89,Home
9,56,No,6,3,53,Home
7,49,No,7,7,39,Home
7,67,Yes,8,0,59,Home
5,96,No,8,0,81,Home
4,57,No,4,7,40,Home
1,90,Yes,7,1,64,Home
7,57,No,6,9,53,Home
1,84,Yes,8,5,56,Home
1,71,Yes,8,1,44,Home
5,53,Yes,8,4,41,Home
9,95,No,4,2,91,Home
6,55,Yes,8,6,46,Home
3,89,Yes,8,8,65,Home
3,97,Yes,4,1,76,Home
7,57,Yes,8,6,50,Home
6,55,No,7,7,45,Home
9,56,Yes,7,9,55,Home
6,46,No,4,7,33,Home
5,51,Yes,7,6,37,Home
7,73,No,9,3,63,Home
1,49,No,9,3,24,Home
7,44,No,9,9,37,Home
3,60,No,6,8,39,Home
9,42,Yes,8,9,41,Home
6,58,Yes,6,8,46,Home
9,84,No,7,4,78,Home
5,83,No,4,6,69,Home
7,74,No,9,6,71,Home
4,45,Yes,4,8,28,Home
7,53,No,6,6,45,Home
1,43,No,7,7,20,Home
7,84,Yes,8,6,81,Home
8,90,Yes,7,3,85,Home
5,57,Yes,9,1,42,Home
2,68,Yes,7,2,46,Home
5,74,Yes,4,6,60,Home
6,91,Yes,5,8,82,Home
2,77,No,9,1,55,Home
6,55,No,8,6,44,Home
6,59,Yes,9,3,47,Home
1,63,No,9,6,41,Home
1,74,Yes,8,4,48,Home
3,83,No,9,6,62,Home
3,90,Yes,4,5,64,Home
4,58,Yes,7,1,40,Home
2,95,No,4,6,70,Home
9,43,No,7,4,39,Home
7,72,Yes,5,8,63,Home
7,41,Yes,9,0,32,Home
6,52,Yes,5,0,37,Home
3,97,Yes,6,1,75,Home
6,84,Yes,7,7,72,Home
8,69,Yes,4,8,63,Home
8,73,No,4,6,64,Home
9,69,No,9,0,69,Home
1,90,No,4,6,63,Home
1,93,No,6,7,65,Home
3,63,No,8,6,44,Home
3,87,Yes,4,4,65,Home
8,83,Yes,9,6,81,Home
1,72,No,5,9,45,Home
2,80,Yes,4,1,59,Home
2,88,No,4,8,67,Home
3,49,No,4,1,34,Home
6,57,Yes,9,1,46,Home
1,58,Yes,8,4,35,Home
2,46,No,4,7,22,Home
1,96,No,8,5,72,Home
5,58,No,8,8,47,Home
7,63,No,6,5,55,Home
8,54,Yes,5,4,47,Home
1,80,No,4,0,55,Home
7,81,Yes,4,7,74,Home
5,62,No,4,2,49,Home
1,91,No,8,1,68,Home
3,91,Yes,7,6,72,Home
7,43,Yes,5,1,32,Home
1,77,Yes,9,0,51,Home
7,43,Yes,4,1,34,Home
5,44,Yes,7,5,33,Home
1,80,No,7,1,56,Home
1,83,No,7,0,54,Home
1,62,No,5,0,33,Home
9,79,Yes,7,3,78,Home
3,92,Yes,9,7,77,Home
5,76,Yes,4,5,62,Home
9,50,No,9,3,51,Home
6,94,Yes,4,5,78,Home
9,50,No,6,5,46,Home
8,52,No,8,8,50,Home
8,53,No,7,3,47,Home
1,99,Yes,9,5,74,Home
9,47,No,8,9,47,Home
6,64,No,8,0,52,Home
9,57,No,8,6,54,Home
3,90,Yes,8,6,69,Home
3,83,No,8,0,64,Home
6,83,Yes,4,7,69,Home
9,57,Yes,5,4,58,Home
7,49,No,7,8,37,Home
3,46,No,7,7,26,Home
3,99,Yes,4,2,80,Home
2,89,No,9,0,64,Home
9,83,Yes,4,2,78,Home
3,53,Yes,8,1,35,Home
5,54,Yes,5,1,36,Home
9,55,No,7,3,55,Home
8,41,Yes,9,1,36,Home
2,69,Yes,6,7,46,Home
3,69,No,4,4,51,Home
2,57,No,6,0,30,Home
8,70,Yes,7,5,68,Home
6,83,Yes,4,6,69,Home
6,87,Yes,7,0,78,Home
9,52,No,4,2,51,Home
8,59,Yes,9,8,55,Home
4,88,Yes,7,6,72,Home
4,89,No,6,3,71,Home
9,74,No,5,5,69,Home
1,62,Yes,9,5,38,Home
2,81,No,9,2,61,Home
2,72,Yes,4,1,49,Home
6,77,Yes,6,4,67,Home
4,74,No,7,7,56,Home
3,90,Yes,6,2,68,Home
3,75,Yes,9,4,60,Home
3,59,No,4,2,34,Home
6,94,Yes,6,6,83,Home
8,42,No,7,5,37,Home
7,47,Yes,8,5,42,Home
4,79,No,9,0,62,Home
4,98,No,5,1,80,Home
2,71,No,5,5,46,Home
1,68,No,9,7,47,Home
9,46,No,8,4,46,Home
2,41,No,4,1,13,Home
8,60,Yes,6,4,55,Home
9,45,Yes,6,8,42,Home
4,67,No,8,5,51,Home
8,87,Yes,8,4,81,Home
9,81,No,7,9,75,Home
5,75,No,7,5,59,Home
7,71,Yes,5,8,62,Home
4,84,No,4,6,65,Home
1,81,Yes,4,9,51,Home
3,92,No,8,2,73,Home
5,85,No,5,9,68,Home
3,48,Yes,5,9,28,Home
7,50,No,7,4,39,Home
9,62,No,6,3,55,Home
6,89,No,4,4,76,Home
1,50,Yes,5,7,24,Home
7,88,Yes,7,5,81,Home
3,41,Yes,7,3,24,Home
5,42,Yes,7,4,29,Home
4,50,Yes,6,6,37,Home
5,89,No,5,7,74,Home
5,98,Yes,8,4,84,Home
6,74,Yes,8,1,64,Home
6,97,No,7,5,90,Home
8,54,No,7,8,46,Home
8,82,Yes,6,2,79,Home
9,50,No,7,6,48,Home
8,70,No,9,7,65,Home
2,67,No,5,5,46,Home
1,67,Yes,7,2,39,Home
2,71,No,7,0,49,Home
2,64,No,5,2,39,Home
3,59,Yes,4,5,40,Home
7,67,No,9,3,60,Home
2,64,No,9,0,43,Home
1,50,Yes,8,5,25,Home
6,58,Yes,7,0,45,Home
9,67,Yes,5,7,64,Home
3,40,No,8,2,20,Home
6,98,Yes,6,2,87,Home
3,44,Yes,4,0,23,Home
1,49,No,7,2,23,Home
5,81,No,4,6,67,Home
4,85,No,7,9,74,Home
7,73,No,7,7,64,Home
6,75,No,7,7,66,Home
7,41,Yes,4,2,29,Home
5,57,Yes,9,4,42,Home
4,52,Yes,6,0,37,Home
7,90,No,9,8,82,Home
7,44,Yes,5,7,35,Home
6,59,No,5,9,46,Home
8,41,No,9,1,40,Home
4,50,Yes,6,9,34,Home
5,69,Yes,6,0,52,Home
4,71,No,7,3,52,Home
1,71,No,7,8,50,Home
8,97,Yes,5,7,91,Home
1,89,Yes,7,2,64,Home
5,77,No,7,9,67,Home
6,94,No,6,5,85,Home
6,67,No,4,8,53,Home
5,49,No,9,9,35,Home
3,61,Yes,8,7,41,Home
5,94,Yes,8,9,81,Home
8,56,No,7,4,52,Home
2,61,No,7,8,39,Home
6,82,Yes,9,8,72,Home
9,58,No,8,2,55,Home
8,56,No,6,7,49,Home
8,63,No,8,3,60,Home
8,75,No,8,9,69,Home
7,71,No,8,6,63,Home
8,97,No,7,9,94,Home
6,95,Yes,7,7,86,Home
2,97,No,9,6,75,Home
2,85,Yes,8,4,66,Home
8,98,Yes,7,0,97,Home
1,91,Yes,9,7,71,Home
6,75,No,8,4,59,Home
6,67,No,6,2,54,Home
4,53,No,7,1,34,Home
3,97,Yes,4,2,77,Home
3,75,Yes,9,8,60,Home
1,45,No,7,1,16,Home
3,48,No,6,9,30,Home
4,60,Yes,6,0,42,Home
5,51,Yes,7,1,36,Home
3,97,Yes,5,1,77,Home
6,69,No,9,4,58,Home
5,70,Yes,8,0,58,Home
3,79,Yes,8,9,60,Home
6,95,Yes,6,7,87,Home
6,43,No,7,1,30,Home
8,70,No,5,5,59,Home
2,66,No,9,4,42,Home
1,97,Yes,4,1,70,Home
4,96,Yes,8,9,82,Home
7,64,Yes,9,0,56,Home
3,44,Yes,9,5,24,Home
3,45,No,5,5,27,Home
5,44,Yes,9,2,33,Home
5,90,Yes,8,7,75,Home
3,66,No,7,8,45,Home
9,47,Yes,8,2,45,Home
4,48,Yes,4,8,30,Home
3,54,Yes,7,7,29,Home
2,75,No,6,4,50,Home
9,96,Yes,5,5,95,Home
4,80,No,8,0,63,Home
3,46,Yes,7,4,24,Home
7,71,No,9,9,63,Home
8,47,No,7,9,41,Home
2,86,No,8,6,69,Home
7,90,Yes,6,0,81,Home
5,54,Yes,8,9,40,Home
5,76,No,6,8,66,Home
3,58,No,9,6,40,Home
5,78,Yes,8,3,63,Home
2,45,No,7,3,21,Home
4,98,Yes,4,9,81,Home
6,58,Yes,4,6,47,Home
1,96,No,9,5,69,Home
4,67,No,7,2,47,Home
6,56,Yes,4,8,44,Home
9,81,Yes,9,5,78,Home
2,58,Yes,6,1,36,Home
7,70,No,7,9,60,Home
6,50,Yes,6,1,43,Home
2,54,No,7,0,30,Home
8,49,No,6,4,43,Home
7,82,Yes,6,9,75,Home
5,62,No,4,5,46,Home
5,42,No,7,2,29,Home
7,42,No,8,3,33,Home
9,57,No,4,4,51,Home
9,64,Yes,6,3,58,Home
9,82,Yes,6,8,81,Home
6,59,No,8,2,49,Home
6,97,No,8,4,84,Home
3,68,No,6,6,47,Home
1,61,No,8,6,38,Home
7,89,No,5,5,78,Home
4,96,Yes,4,8,77,Home
1,54,Yes,7,6,29,Home
8,78,Yes,8,3,76,Home
6,49,Yes,8,9,41,Home
6,60,No,5,8,51,Home
2,94,No,7,5,70,Home
1,91,Yes,5,0,63,Home
2,68,Yes,7,8,46,Home
4,71,Yes,4,6,53,Home
2,49,No,8,5,25,Home
1,52,No,4,5,26,Home
7,86,No,7,3,74,Home
8,62,Yes,8,3,57,Home
6,89,Yes,5,2,80,Home
4,62,No,6,7,45,Home
6,70,No,5,7,56,Home
3,43,No,6,1,19,Home
8,91,Yes,5,4,86,Home
2,88,No,7,8,70,Home
5,99,No,4,8,85,Home
1,42,Yes,6,6,16,Home
6,60,No,7,3,47,Home
2,92,No,4,3,65,Home
4,41,No,4,9,23,Home
6,43,No,8,6,29,Home
8,40,Yes,8,2,36,Home
8,54,No,8,2,49,Home
6,96,Yes,6,4,85,Home
4,72,No,6,5,56,Home
8,45,Yes,4,7,39,Home
8,46,No,6,0,40,Home
1,58,No,4,6,33,Home
4,83,Yes,7,7,67,Home
4,40,No,5,4,19,Home
7,78,No,4,9,74,Home
7,58,Yes,4,1,47,Home
8,84,No,7,3,77,Home
5,65,No,8,5,52,Home
7,83,No,9,8,76,Home
8,51,No,8,1,42,Home
9,61,No,8,3,56,Home
3,52,Yes,4,9,30,Home
3,67,Yes,4,4,47,Home
4,53,No,6,7,34,Home
5,61,No,6,7,48,Home
1,69,Yes,5,1,42,Home
7,83,Yes,5,5,74,Home
9,59,Yes,9,5,58,Home
8,83,Yes,6,4,75,Home
5,66,Yes,4,7,54,Home
4,77,Yes,7,9,62,Home
7,98,No,6,1,88,Home
5,81,No,4,1,64,Home
7,91,No,6,6,81,Home
1,95,No,8,8,69,Home
1,80,No,6,2,51,Home
3,73,Yes,9,6,52,Home
2,78,Yes,8,2,58,Home
2,80,Yes,4,5,55,Home
7,96,Yes,8,2,86,Home
2,83,Yes,6,0,62,Home
4,76,Yes,8,5,60,Home
2,40,No,9,2,15,Home
6,93,No,7,0,82,Home
8,54,Yes,8,4,52,Home
4,71,No,9,7,57,Home
5,47,Yes,8,7,34,Home
4,72,No,5,7,55,Home
3,57,Yes,7,2,39,Home
5,84,Yes,4,7,73,Home
9,68,No,9,3,64,Home
8,71,Yes,8,7,67,Home
8,72,No,7,2,67,Home
8,44,No,4,2,36,Home
8,57,Yes,7,0,52,Home
7,87,Yes,9,7,85,Home
8,97,Yes,5,7,91,Home
8,49,No,9,8,42,Home
8,75,No,9,5,74,Home
7,72,Yes,4,1,65,Home
1,62,Yes,4,0,36,Home
4,79,Yes,8,7,63,Home
4,44,Yes,6,9,29,Home
5,73,Yes,9,3,60,Home
6,63,Yes,4,6,50,Home
4,56,Yes,9,9,40,Home
2,70,No,9,3,48,Home
6,46,No,4,0,33,Home
8,56,Yes,5,7,51,Home
8,67,Yes,5,9,64,Home
7,77,No,9,8,70,Home
6,61,Yes,5,9,49,Home
2,54,No,9,8,33,Home
7,76,No,8,8,69,Home
5,54,Yes,4,3,41,Home
6,89,No,9,8,79,Home
8,89,No,5,3,81,Home
8,64,Yes,5,1,57,Home
3,92,Yes,7,9,73,Home
7,60,No,7,2,49,Home
1,94,Yes,5,1,64,Home
1,77,No,8,0,49,Home
7,41,No,6,5,31,Home
9,66,No,9,3,61,Home
7,88,No,7,6,81,Home
5,71,No,9,6,59,Home
8,60,No,7,9,54,Home
2,43,Yes,4,0,18,Home
9,83,Yes,4,8,80,Home
6,58,Yes,5,7,43,Home
9,41,Yes,4,9,39,Home
2,65,No,4,0,39,Home
3,73,No,6,7,51,Home
8,53,No,8,4,49,Home
1,54,No,5,0,27,Home
7,59,No,6,3,51,Home
7,73,Yes,5,6,64,Home
1,75,Yes,8,4,51,Home
9,58,Yes,5,2,56,Home
8,48,No,9,3,46,Home
4,46,No,9,1,28,Home
5,69,Yes,9,7,57,Home
2,52,No,4,1,28,Home
9,66,No,8,5,65,Home
6,83,Yes,6,6,71,Home
3,74,No,6,6,54,Home
7,52,Yes,7,0,44,Home
9,54,Yes,6,7,52,Home
3,85,Yes,9,8,71,Home
2,95,Yes,9,6,74,Home
7,48,No,7,7,38,Home
7,84,No,4,3,75,Home
4,62,No,6,7,43,Home
9,93,Yes,8,2,90,Home
8,75,No,7,0,69,Home
1,92,Yes,6,7,67,Home
1,79,No,4,5,52,Home
5,42,No,8,8,27,Home
6,73,Yes,8,2,63,Home
3,58,No,4,7,41,Home
9,67,Yes,6,8,67,Home
6,62,Yes,5,8,47,Home
4,79,No,6,6,61,Home
7,88,No,7,9,82,Home
8,84,No,7,2,75,Home
9,46,No,6,2,37,Home
6,80,Yes,9,1,68,Home
6,51,Yes,7,0,37,Home
8,53,No,5,1,49,Home
5,85,No,9,4,73,Home
3,54,No,5,0,32,Home
3,42,Yes,8,9,23,Home
6,54,No,7,3,43,Home
2,90,Yes,9,9,70,Home
6,63,No,6,9,53,Home
6,91,No,9,0,81,Home
8,85,Yes,8,9,84,Home
7,47,Yes,5,7,38,Home
8,44,No,8,4,40,Home
9,90,Yes,4,9,88,Home
6,43,Yes,7,3,32,Home
3,53,No,6,2,31,Home
3,55,Yes,5,8,35,Home
1,59,Yes,8,5,34,Home
5,63,No,6,0,49,Home
4,45,No,7,7,28,Home
9,94,Yes,6,9,91,Home
9,96,No,7,1,90,Home
5,70,Yes,7,8,55,Home
4,45,Yes,7,6,27,Home
7,74,Yes,8,2,67,Home
6,54,No,7,3,41,Home
4,68,Yes,6,2,53,Home
2,42,Yes,4,5,15,Home
1,50,Yes,6,8,26,Home
4,42,No,8,9,22,Home
4,67,No,7,8,48,Home
1,49,No,4,0,19,Home
6,89,Yes,8,9,78,Home
4,72,Yes,5,5,53,Home
1,87,No,5,0,61,Home
1,55,Yes,5,3,30,Home
1,98,Yes,4,6,70,Home
8,49,Yes,6,3,42,Home
8,72,Yes,4,8,67,Home
2,75,No,4,9,51,Home
7,42,No,4,4,35,Home
8,44,No,5,8,38,Home
8,51,Yes,9,0,44,Home
7,96,Yes,6,3,86,Home
5,83,No,9,6,68,Home
1,52,No,9,1,25,Home
9,63,No,4,8,59,Home
7,83,Yes,6,2,74,Home
2,96,No,9,3,73,Home
6,71,Yes,7,3,61,Home
2,55,No,4,7,32,Home
1,71,Yes,4,1,41,Home
7,84,Yes,4,4,72,Home
2,76,No,7,1,51,Home
2,95,Yes,7,5,72,Home
5,75,Yes,5,8,60,Home
5,60,No,8,8,46,Home
7,86,No,6,0,77,Home
1,51,No,8,3,23,Home
8,90,Yes,4,3,82,Home
3,60,Yes,9,0,37,Home
4,99,No,4,9,80,Home
9,90,No,9,1,87,Home
